Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;156;0.85;223.46;198.44;225.02;208.32;0.12;0.88;0.02;0.98;;20
filler-1_corrected;;0;;1;0;1;1;1;;156;0.37;1976.48;1933.20;1977.89;1948.15;0.51;0.49;0.57;0.43;;20
filler-2;;0;;1;1;0;0;0;;124;0.98;167.82;80.40;168.96;81.10;0.27;0.73;0.06;0.94;;15
filler-2_corrected;;0;;1;0;1;1;0;;124;0.21;739.86;650.88;740.03;655.08;0.08;0.92;0.07;0.93;;15
japanese-translation;;0;;1;0;1;1;1;;75;0.52;546.23;308.96;598.53;344.30;0.43;0.57;0.48;0.52;;8
japanese-translation_corrected;;0;;1;0;1;1;1;;75;0.23;28541.53;4226.25;28686.38;4226.54;0.57;0.43;0.57;0.43;;8
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;110;1.00;298.84;128.56;304.19;130.76;0.38;0.62;0.61;0.39;;16
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;110;0.78;376.09;298.64;383.62;307.77;0.25;0.75;0.76;0.24;;16
20170206-VL-Japan-3d-cell4;;1;;1;1;1;1;1;;38;0.97;220.05;191.20;222.17;191.50;0.11;0.89;0.39;0.61;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;38;0.82;258.91;432.73;259.69;441.89;0.03;0.97;0.63;0.37;;7
