Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;28;1.00;170.37;114.52;171.52;114.55;0.61;0.39;0.82;0.18;;6
filler-1_corrected;;1;;1;1;1;1;1;;28;1.00;227.45;133.49;227.88;133.69;0.71;0.29;0.29;0.71;;6
filler-2;;1;;1;1;1;1;1;;19;0.84;403.39;241.34;405.28;248.11;0.42;0.58;0.74;0.26;;5
filler-2_corrected;;1;;1;1;1;1;1;;19;0.84;472.19;330.01;501.28;356.03;0.42;0.58;0.58;0.42;;5
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;39;0.92;97.07;155.12;97.88;155.15;0.10;0.90;0.79;0.21;;10
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;39;0.95;127.95;163.75;128.50;165.55;0.31;0.69;0.59;0.41;;10
XXX-translation-1;;0;;1;1;0;0;0;;10;1.00;67.56;64.78;75.77;67.71;0.00;1.00;1.00;0.00;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;10;1.00;88.14;72.66;92.42;75.52;0.40;0.60;0.10;0.90;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;74;1.00;264.79;124.57;272.55;126.53;0.19;0.81;0.81;0.19;;13
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;74;0.92;385.29;130.82;402.27;131.55;0.23;0.77;0.45;0.55;;13
XXX-translation-2;;1;;1;1;1;1;1;;12;1.00;188.32;212.07;223.79;241.08;0.67;0.33;0.83;0.17;;3
XXX-translation-2_corrected;;1;;1;1;1;1;1;;12;0.83;360.25;251.30;428.17;288.81;0.67;0.33;0.67;0.33;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;1;1;0;;21;0.86;132.34;139.55;138.68;153.19;0.33;0.67;1.00;0.00;;4
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;21;1.00;201.72;133.29;201.96;141.57;0.62;0.38;0.52;0.48;;4
