41;400;285
82;421;260
124;533;304
165;564;267
206;575;230
249;585;169
290;581;187
331;551;319
382;519;402
424;554;374
467;594;240
508;611;234
551;644;309
593;619;380
633;610;334
674;654;385
715;879;362
756;1023;410
807;1021;438
847;800;668
889;697;695
930;777;507
970;865;350
1011;894;435
1053;871;655
1095;1150;936
1136;1259;839
1177;1145;560
1228;993;427
1269;1020;491
1311;1152;579
1353;991;559
1394;979;483
1434;750;401
1475;850;339
1517;871;289
1557;1033;330
1599;1114;382
1650;1020;312
1691;928;236
1733;901;275
1774;950;383
1815;983;483
1856;996;458
1896;958;352
1937;1063;350
1978;1109;323
2019;1183;432
2070;1065;412
2110;1015;454
2151;933;364
2193;1021;387
2233;969;404
2273;1003;591
2314;955;683
2355;1122;628
2395;1103;477
2441;1066;382
2492;1088;383
2534;1163;508
2576;1034;557
2618;968;517
2660;936;393
2702;1035;393
2743;918;492
2783;950;587
2823;978;578
2866;1037;518
2917;920;461
2959;958;404
3000;882;360
3041;988;373
3083;989;487
3123;1087;497
3163;940;419
3209;998;312
3249;1081;315
3291;1218;413
3342;1304;518
3382;1356;581
3424;1273;476
3464;1055;478
3511;920;533
3553;995;731
3595;1083;715
3635;1172;526
3675;1121;408
3716;1154;450
3767;1215;612
3808;1189;658
3848;1281;726
3889;1112;666
3930;1020;571
3977;1062;490
4018;1108;579
4060;1220;816
4100;1040;842
4141;1055;606
4193;996;458
4234;1012;455
4274;928;533
4315;978;564
4357;1007;523
4399;1074;519
4440;1120;529
4481;1039;479
4523;971;460
4564;832;377
4617;633;238
4658;600;129
4698;596;104
4739;782;174
4780;727;158
4821;730;106
4864;653;30
4905;714;0
4945;707;0
4986;738;9
5037;748;59
5078;762;68
5119;714;61
5161;676;33
5203;621;22
5245;602;6
5290;612;12
5330;629;22
5371;620;57
5412;584;44
5464;558;35
5505;574;17
5545;565;32
5586;539;15
5627;498;2
5668;522;-7
5708;525;-7
5750;510;16
5791;438;25
5831;377;70
5883;340;75
5925;314;86
5967;345;86
6008;374;85
6049;329;130
6089;291;145
6129;224;193
6170;274;159
6211;276;180
6252;227;305
6304;53;670
6344;-139;978
6384;-108;909
6424;17;681
6474;58;615
6515;-1;723
6557;-152;836
6598;-247;963
6639;-151;805
6680;-22;634
6730;-18;583
6772;52;638
6813;352;703
6853;771;772
6894;1106;595
6935;1169;520
6975;1071;465
7016;1115;576
7057;1059;640
7097;1139;554
7147;1003;433
7187;1012;368
7228;1038;418
7269;1031;442
7309;997;476
7349;890;418
7390;907;380
7430;874;330
7474;916;280
7515;901;298
7567;994;378
7609;1133;537
7650;1186;459
7690;1127;321
7732;1043;250
7774;960;313
7814;1015;414
7856;943;345
7896;851;269
7937;756;253
7988;794;321
8029;918;363
8070;1042;416
8111;1122;408
8151;1179;380
8192;1150;326
8232;1107;342
8280;1160;453
8321;1198;593
8362;1220;544
8415;1142;465
8455;1093;267
8496;1047;189
8537;1048;150
8578;1079;178
8619;1081;190
8659;1081;161
8700;1030;135
8740;1052;119
8782;999;66
8833;1003;20
8873;987;0
8913;1016;-2
8956;1024;14
