Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;735;0.83;276.72;316.87;280.44;327.40;0.34;0.66;0.67;0.33;;60
filler-1_corrected;;1;;1;1;1;1;1;;735;0.79;392.94;275.55;406.03;276.29;0.28;0.72;0.51;0.49;;60
filler-2;;1;;1;1;1;1;1;;757;0.77;336.31;328.74;337.50;333.22;0.58;0.42;0.47;0.53;;60
filler-2_corrected;;0;;1;0;1;1;1;;757;0.62;524.32;267.19;546.98;267.90;0.51;0.49;0.29;0.71;;60
japanese-translation;;0;;1;1;1;1;0;;31;0.81;275.75;159.56;313.98;162.21;1.00;0.00;0.29;0.71;;3
japanese-translation_corrected;;0;;1;1;1;1;0;;31;0.77;785.74;185.51;889.78;191.03;1.00;0.00;0.19;0.81;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;0;1;1;0;;740;0.34;343.79;299.93;349.68;301.90;0.45;0.55;0.02;0.98;;60
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;0;;740;0.40;345.07;158.44;355.50;160.16;0.23;0.77;0.01;0.99;;60
20170206-VL-Japan-3d-cell4;;0;;1;0;0;0;0;;54;0.43;190.56;392.53;190.93;400.06;1.00;0.00;0.13;0.87;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;1;1;0;;54;0.06;526.32;256.04;528.38;257.73;0.96;0.04;0.02;0.98;;7
