Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
sequence-A-converted;;0;;1;1;1;1;0;;770;0.95;290.27;161.92;290.27;164.50;0.07;0.93;0.68;0.32;;85
sequence-A-converted_corrected;;1;;1;1;1;1;1;;770;0.81;489.75;268.66;491.43;275.16;0.12;0.88;0.63;0.37;;85
