Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;501;0.98;226.98;132.47;227.15;132.52;0.27;0.73;0.09;0.91;;26
filler-1_corrected;;1;;1;1;1;1;1;;501;0.84;24793.48;3692.27;24844.39;3701.38;0.58;0.42;0.11;0.89;;26
filler-2;;0;;1;1;0;0;0;;48;0.98;179.75;76.61;179.94;76.69;0.10;0.90;0.08;0.92;;2
filler-2_corrected;;0;;1;0;1;1;1;;48;0.58;14946.24;500.44;15063.57;501.58;0.85;0.15;0.15;0.85;;2
japanese-translation;;0;;1;1;0;0;0;;20;1.00;108.22;71.39;114.08;74.42;0.00;1.00;0.00;1.00;;1
japanese-translation_corrected;;0;;1;1;1;1;0;;20;0.85;2459.08;347.95;2568.70;369.37;0.80;0.20;0.00;1.00;;1
20170206-VL-Japan-shelftask-cell4;;0;;1;1;1;1;0;;122;0.75;201.85;172.55;202.13;179.53;0.14;0.86;0.05;0.95;;6
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;0;0;0;;122;0.93;648.99;82.03;650.33;83.43;0.13;0.87;0.01;0.99;;6
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;88;0.95;260.78;157.00;262.62;159.55;0.36;0.64;0.05;0.95;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;88;0.99;229.09;78.30;233.43;79.60;0.49;0.51;0.06;0.94;;7
